 0 0.058080 0.006425 0.000005
 5 0.068716 0.013513 0.000049
 10 0.093226 0.016853 0.000094
 15 0.088266 0.016099 0.000124
 20 0.072312 0.015560 0.000160
 25 0.087189 0.016466 0.000146
 30 0.107464 0.023855 0.000156
 35 0.109077 0.018134 0.000162
 40 0.080687 0.018689 0.000162
 45 0.114209 0.018479 0.000158
 50 0.117526 0.019144 0.000151
 55 0.120796 0.016672 0.000153
 60 0.087345 0.019870 0.000161
 65 0.086484 0.019081 0.000148
 70 0.090117 0.019581 0.000160
 75 0.079508 0.019417 0.000160
 80 0.077832 0.020168 0.000157
 85 0.077844 0.020267 0.000159
 90 0.087209 0.019010 0.000163
 95 0.085123 0.016139 0.000161
 100 0.077745 0.023410 0.000153
 105 0.077762 0.022030 0.000149
 110 0.084797 0.020040 0.000160
 115 0.092558 0.018906 0.000154
 120 0.077782 0.020923 0.000151
 125 0.085268 0.022880 0.000151
 130 0.077778 0.018075 0.000156
 135 0.077718 0.015931 0.000159
 140 0.077281 0.018432 0.000155
 145 0.085108 0.020307 0.000158
 150 0.093717 0.019054 0.000159
 155 0.077652 0.014749 0.000160
 160 0.077658 0.018407 0.000167
 165 0.088544 0.021038 0.000155
 170 0.090951 0.017301 0.000158
 175 0.086192 0.014931 0.000153
 180 0.086187 0.016061 0.000154
 185 0.077580 0.016949 0.000157
 190 0.098036 0.019127 0.000160
 195 0.087799 0.017576 0.000158
 200 0.086182 0.018136 0.000160
