 0 0.001612 0.000058 0.000000
 5 0.001030 0.000226 0.000000
 0 0.001612 0.000058 0.000000
 10 0.001038 0.000229 0.000000
 5 0.001030 0.000226 0.000000
 15 0.001678 0.000279 0.000000
 10 0.001038 0.000229 0.000000
 20 0.003467 0.000329 0.000000
 15 0.001678 0.000279 0.000000
 25 0.005120 0.000474 0.000000
 20 0.003467 0.000329 0.000000
 25 0.005120 0.000474 0.000000
 30 0.009332 0.000670 0.000001
 30 0.009332 0.000670 0.000001
 35 0.005756 0.000638 0.000000
 35 0.005756 0.000638 0.000000
 40 0.012997 0.000867 0.000001
 40 0.012997 0.000867 0.000001
 45 0.007204 0.000842 0.000000
 45 0.007204 0.000842 0.000000
 50 0.022612 0.001608 0.000000
 50 0.022612 0.001608 0.000000
 55 0.018704 0.001511 0.000000
 55 0.018704 0.001511 0.000000
 60 0.018782 0.001296 0.000000
 60 0.018782 0.001296 0.000000
 65 0.014213 0.001734 0.000000
 65 0.014213 0.001734 0.000000
 70 0.014988 0.001100 0.000000
 70 0.014988 0.001100 0.000000
 75 0.020788 0.001759 0.000000
 75 0.020788 0.001759 0.000000
 80 0.021092 0.002227 0.000000
 80 0.021092 0.002227 0.000000
 85 0.016256 0.001963 0.000000
 85 0.016256 0.001963 0.000000
 90 0.023532 0.003015 0.000001
 90 0.023532 0.003015 0.000001
 95 0.023063 0.002202 0.000000
 95 0.023063 0.002202 0.000000
 100 0.012910 0.001538 0.000000
 100 0.012910 0.001538 0.000000
