 0 0.031366 0.001369 0.000000
 5 0.033314 0.005318 0.000000
 10 0.035459 0.012929 0.000000
 15 0.035854 0.016114 0.000000
 20 0.035940 0.013484 0.000000
 25 0.035654 0.012690 0.000000
 30 0.035743 0.013946 0.000000
 35 0.035783 0.011806 0.000000
 40 0.035726 0.012012 0.000000
 45 0.035771 0.012600 0.000000
 50 0.035826 0.010094 0.000000
 55 0.035767 0.014546 0.000000
 60 0.035476 0.013940 0.000000
 65 0.035732 0.013387 0.000000
 70 0.035757 0.008886 0.000000
 75 0.035835 0.013115 0.000000
 80 0.035831 0.010554 0.000000
 85 0.035811 0.013582 0.000000
 90 0.036314 0.011251 0.000000
 95 0.036601 0.015015 0.000000
 100 0.036794 0.009644 0.000000
 105 0.036797 0.014232 0.000000
 110 0.036890 0.012035 0.000000
 115 0.036836 0.013861 0.000000
 120 0.037239 0.011727 0.000000
 125 0.037117 0.016372 0.000000
 130 0.037188 0.012384 0.000000
 135 0.037303 0.014307 0.000000
 140 0.037452 0.016238 0.000000
 145 0.037459 0.013093 0.000000
 150 0.037286 0.017958 0.000000
 155 0.037320 0.014416 0.000000
 160 0.037404 0.014004 0.000000
 165 0.037256 0.013740 0.000000
 170 0.037202 0.013228 0.000000
 175 0.037282 0.017350 0.000000
