 0 0.008482 0.001949 0.000001
 5 0.012506 0.006903 0.000082
 10 0.015180 0.012337 0.000124
 15 0.017305 0.013088 0.000133
 20 0.021200 0.012911 0.000116
 25 0.034106 0.015335 0.000638
 30 0.033906 0.015110 0.000343
 35 0.035291 0.017688 0.000367
 40 0.033906 0.017496 0.001535
 45 0.033972 0.019033 0.000453
 50 0.034470 0.017465 0.000912
 55 0.036728 0.018150 0.000916
 60 0.036188 0.016388 0.000126
 65 0.036188 0.018050 0.001093
 70 0.035754 0.018772 0.000102
 75 0.036414 0.017784 0.000587
 80 0.037681 0.019266 0.000627
