 0 0.018446 0.001262 0.000000
 5 0.028883 0.005689 0.000000
 10 0.025424 0.004967 0.000000
 15 0.038939 0.003301 0.000000
 20 0.028870 0.004252 0.000000
 25 0.030151 0.005227 0.000000
 30 0.039053 0.004748 0.000000
 35 0.030683 0.004560 0.000000
 40 0.038479 0.006381 0.000000
 45 0.035459 0.006193 0.000000
 50 0.038640 0.005724 0.000000
 55 0.031839 0.005030 0.000000
 60 0.032822 0.005679 0.000000
 65 0.032155 0.004255 0.000000
 70 0.035924 0.006287 0.000000
 75 0.033985 0.006323 0.000000
 80 0.030948 0.004288 0.000000
