 0 0.149977 0.063041 0.000110
 5 0.160717 0.142298 0.037686
 10 0.211177 0.156686 0.064253
 15 0.674785 0.302861 0.036680
 20 0.807877 0.326275 0.044756
 25 0.735038 0.376994 0.041241
 30 0.796392 0.393989 0.029785
 35 0.906128 0.371119 0.052633
 40 0.795778 0.349686 0.038906
 45 0.913260 0.355369 0.035246
 50 0.696291 0.370769 0.085979
 55 0.940566 0.398882 0.042094
 60 0.792565 0.374164 0.051263
 65 0.723215 0.377581 0.034506
 70 0.793459 0.397612 0.031550
 75 0.731894 0.376901 0.018103
 80 0.834952 0.412555 0.029308
 85 0.740721 0.367181 0.032959
 90 0.865827 0.430638 0.039519
 95 0.827047 0.429488 0.025959
 100 0.878777 0.387462 0.055115
 105 0.910991 0.394349 0.029982
 110 0.817925 0.393030 0.026803
