 0 0.112706 0.056845 0.000077
 5 0.477151 0.173549 0.033801
 10 0.504906 0.249777 0.045980
 15 0.499128 0.254978 0.020144
 20 0.520570 0.276086 0.053800
 25 0.524083 0.289981 0.068311
 30 0.514705 0.286906 0.027329
 35 0.557010 0.290912 0.063029
 40 0.542128 0.283625 0.065011
 45 0.525539 0.294246 0.059744
 50 0.532914 0.300250 0.040516
 55 0.535413 0.300019 0.037090
 60 0.534229 0.308050 0.071527
 65 0.530061 0.303216 0.035176
 70 0.572319 0.335171 0.034077
 75 0.570339 0.329856 0.039738
 80 0.631161 0.372106 0.072519
 85 0.613085 0.347246 0.056094
 90 0.633934 0.384711 0.022306
 95 0.794372 0.381503 0.030911
 100 0.806019 0.436339 0.028525
 105 0.820448 0.545156 0.044495
 110 0.812066 0.527192 0.021797
 115 0.818822 0.566075 0.043468
 120 0.827722 0.537831 0.031444
 125 0.843328 0.542597 0.039892
 130 0.844416 0.569242 0.073552
 135 0.840058 0.546122 0.030515
 140 0.869958 0.565134 0.084548
 145 0.883712 0.536159 0.043079
 150 0.858501 0.530560 0.075627
 155 0.883356 0.544295 0.033212
 160 0.871753 0.609799 0.019812
 165 0.856083 0.549323 0.098946
 170 0.861687 0.535272 0.059782
 175 0.880793 0.573187 0.065329
 180 0.870550 0.553993 0.044877
 185 0.873531 0.590490 0.031522
 190 0.876479 0.608223 0.024686
 195 0.878252 0.572545 0.024191
 200 0.876112 0.565433 0.042233
