 0 0.055459 0.008100 0.000011
 5 0.095206 0.047961 0.001668
 10 0.095673 0.050319 0.003369
 15 0.109332 0.051964 0.002043
 20 0.095365 0.044920 0.001998
 25 0.099071 0.053078 0.003066
 30 0.110207 0.052702 0.002622
 35 0.097866 0.048716 0.003448
 40 0.111843 0.045393 0.003863
 45 0.099382 0.052991 0.003556
 50 0.119384 0.060165 0.002417
 55 0.133369 0.063096 0.003207
 60 0.136932 0.067632 0.003172
 65 0.138168 0.065155 0.002841
 70 0.141043 0.073666 0.001149
 75 0.144073 0.064812 0.001786
 80 0.143307 0.067663 0.002764
 85 0.147260 0.074817 0.002951
 90 0.152562 0.064377 0.001740
 95 0.151276 0.071685 0.002439
 100 0.154742 0.078315 0.002441
