 0 0.002016 0.000164 0.000000
 5 0.003116 0.001570 0.000003
 10 0.003253 0.001625 0.000002
 15 0.003518 0.001747 0.000002
 20 0.003407 0.001697 0.000002
 25 0.003321 0.001620 0.000002
 30 0.003245 0.001733 0.000002
 35 0.003306 0.001609 0.000002
 40 0.003231 0.001711 0.000003
 45 0.003278 0.001980 0.000003
 50 0.003303 0.001599 0.000003
 55 0.003381 0.001647 0.000003
 60 0.003781 0.001728 0.000004
 65 0.003325 0.001856 0.000003
 70 0.003323 0.001887 0.000002
 75 0.003219 0.001761 0.000002
 80 0.004404 0.001806 0.000002
 85 0.003274 0.001665 0.000002
 90 0.003607 0.001660 0.000002
 95 0.003283 0.001692 0.000002
 100 0.003244 0.001705 0.000003
 105 0.003379 0.001831 0.000002
 110 0.003366 0.001677 0.000002
 115 0.003266 0.001840 0.000002
 120 0.003530 0.001810 0.000002
 125 0.003290 0.001859 0.000002
 130 0.003341 0.001922 0.000003
 135 0.003251 0.001850 0.000004
 140 0.003292 0.001966 0.000002
 145 0.003320 0.001715 0.000003
 150 0.003289 0.001868 0.000002
 155 0.003361 0.001888 0.000002
 160 0.003279 0.001890 0.000003
 165 0.003808 0.001760 0.000002
 170 0.003233 0.001676 0.000004
 175 0.003360 0.001855 0.000002
 180 0.003296 0.001800 0.000003
 185 0.003260 0.001797 0.000003
 190 0.003300 0.001875 0.000003
 195 0.003277 0.001857 0.000003
 200 0.003340 0.001907 0.000003
