 0 0.098060 0.033368 0.000033
 5 0.118640 0.059331 0.002683
 10 0.140617 0.071376 0.015584
 15 0.141940 0.085886 0.021445
 20 0.168679 0.084369 0.022902
 25 0.158882 0.081243 0.003167
 30 0.156341 0.083140 0.010584
 35 0.198248 0.090926 0.000002
 40 0.167960 0.080671 0.000002
 45 0.175290 0.092765 0.000000
 50 0.178667 0.089951 0.000018
 55 0.189623 0.088491 0.000000
 60 0.178667 0.096559 0.000000
 65 0.209178 0.083646 0.000000
 70 0.181229 0.085653 0.000000
 75 0.181810 0.092543 0.000000
 80 0.182041 0.087590 0.000000
 85 0.186149 0.088973 0.000000
 90 0.185632 0.087388 0.000003
 95 0.185621 0.088161 0.000001
 100 0.185682 0.072306 0.000000
 105 0.215340 0.080796 0.000000
 110 0.185125 0.089406 0.000000
 115 0.185125 0.080568 0.000049
 120 0.187557 0.089846 0.000004
 125 0.186892 0.086136 0.000008
 130 0.187504 0.079435 0.000002
 135 0.190290 0.085757 0.000003
 140 0.218030 0.080922 0.000021
 145 0.215037 0.083940 0.000003
 150 0.201654 0.083361 0.000000
 155 0.190376 0.088145 0.000012
 160 0.201541 0.083022 0.000001
 165 0.195844 0.083394 0.000001
