 0 0.148355 0.039859 0.000023
 5 0.204807 0.121784 0.000404
 10 0.206684 0.140880 0.000002
 15 0.213345 0.157269 0.007656
 20 0.220812 0.178490 0.006559
 25 0.226984 0.171732 0.005725
 30 0.250748 0.175375 0.004146
 35 0.251108 0.191428 0.006873
 40 0.251230 0.178836 0.009070
 45 0.251705 0.189361 0.008765
 50 0.251806 0.193562 0.008471
 55 0.252730 0.169813 0.007351
 60 0.252853 0.181611 0.006629
 65 0.253492 0.185156 0.003612
 70 0.253770 0.199617 0.008107
 75 0.253770 0.199115 0.005598
 80 0.254008 0.192407 0.005560
 85 0.254236 0.186787 0.010777
 90 0.254392 0.200722 0.008748
 95 0.255052 0.199604 0.010177
 100 0.255530 0.192229 0.010352
 105 0.256527 0.201248 0.012655
 110 0.255851 0.201811 0.011622
 115 0.256206 0.182541 0.009473
 120 0.256645 0.182152 0.014129
 125 0.256645 0.193745 0.014525
 130 0.256645 0.188320 0.013948
 135 0.256645 0.174063 0.013784
 140 0.256645 0.176202 0.012300
 145 0.257357 0.193156 0.000001
 150 0.257357 0.191281 0.020850
 155 0.257037 0.188049 0.000006
 160 0.257156 0.193436 0.014269
 165 0.257410 0.192832 0.007655
 170 0.257572 0.203334 0.014264
 175 0.257608 0.196057 0.000001
 180 0.257714 0.185537 0.014453
 185 0.258073 0.188626 0.013874
 190 0.258602 0.194831 0.014334
 195 0.258601 0.192293 0.011633
 200 0.258670 0.196435 0.005799
