 0 0.002622 0.000167 0.000000
 5 0.015078 0.002840 0.000008
 10 0.030655 0.005565 0.000011
 15 0.035464 0.006133 0.000066
 20 0.028782 0.006468 0.000055
 25 0.034761 0.007203 0.000036
 30 0.022715 0.006168 0.000026
 35 0.024841 0.008115 0.000042
 40 0.025385 0.006402 0.000024
 45 0.027184 0.008288 0.000059
 50 0.026307 0.007387 0.000225
 55 0.025457 0.009311 0.000034
 60 0.024917 0.010447 0.000206
 65 0.029607 0.008661 0.000105
 70 0.024290 0.008320 0.000178
 75 0.026348 0.008719 0.000144
 80 0.025112 0.007646 0.000051
 85 0.024892 0.009198 0.000164
 90 0.027881 0.009114 0.000013
 95 0.024060 0.006962 0.000012
 100 0.025348 0.007644 0.000041
