 0 0.455439 0.190006 0.000973
 5 0.495689 0.405966 0.052745
 10 0.506019 0.432243 0.090678
 15 0.503034 0.427974 0.157320
 20 0.545441 0.456029 0.231619
 25 0.525999 0.470314 0.201437
 30 0.549451 0.493649 0.139373
 35 0.547545 0.501187 0.199831
 40 0.592741 0.503201 0.183881
 45 0.581939 0.500566 0.199206
 50 0.567910 0.485432 0.079811
 55 0.587110 0.506072 0.235115
 60 0.579834 0.486654 0.159148
 65 0.579390 0.486778 0.084248
 70 0.578985 0.489338 0.134097
 75 0.577812 0.483943 0.069921
 80 0.577583 0.491855 0.090023
 85 0.575718 0.479685 0.030661
 90 0.564131 0.480477 0.129948
 95 0.601532 0.506528 0.283611
 100 0.572824 0.510292 0.268729
 105 0.608841 0.500566 0.231319
 110 0.600054 0.490288 0.144433
 115 0.600106 0.494773 0.166618
 120 0.600054 0.483495 0.092716
 125 0.599942 0.488341 0.033227
 130 0.599830 0.516593 0.212846
 135 0.599760 0.489021 0.124298
 140 0.599760 0.491813 0.077467
 145 0.599753 0.507073 0.106412
 150 0.599746 0.484946 0.108807
 155 0.599721 0.489245 0.132466
 160 0.599730 0.512388 0.205725
 165 0.599697 0.487759 0.033751
 170 0.599882 0.490231 0.129378
 175 0.599899 0.488028 0.121054
 180 0.599891 0.499632 0.212936
 185 0.599978 0.494010 0.063417
 190 0.599904 0.486097 0.092099
 195 0.600319 0.487169 0.076564
 200 0.599906 0.486482 0.035317
