 0 0.530777 0.233346 0.000173
 5 0.650042 0.442322 0.068203
 10 0.692995 0.456986 0.030153
 15 0.805345 0.507422 0.104346
 20 0.753183 0.487591 0.100724
 25 0.848554 0.506853 0.096511
 30 0.871173 0.516175 0.107311
 35 0.922181 0.549310 0.092605
 40 0.922181 0.506408 0.081682
 45 0.922181 0.518013 0.107711
 50 0.937785 0.556424 0.117611
 55 0.922181 0.555720 0.127726
 60 0.925420 0.524292 0.086855
 65 0.935702 0.521311 0.045920
 70 0.919607 0.505368 0.085692
 75 0.925386 0.520693 0.108618
 80 0.916415 0.513652 0.089933
 85 0.920302 0.551854 0.123217
 90 0.897275 0.518075 0.127926
 95 0.936347 0.523099 0.084041
 100 0.936347 0.492709 0.136451
 105 0.876686 0.504327 0.114224
 110 0.876903 0.501076 0.078652
 115 0.907150 0.492898 0.081514
 120 0.886146 0.477067 0.050765
 125 0.906196 0.525178 0.090830
 130 0.886118 0.503680 0.144399
 135 0.886118 0.520019 0.113758
 140 0.907003 0.531810 0.081806
 145 0.978067 0.496746 0.086806
 150 0.885487 0.501539 0.103341
 155 0.885418 0.508692 0.092343
 160 0.869413 0.519424 0.101793
 165 0.878628 0.506839 0.153853
 170 0.932794 0.510597 0.093085
 175 0.932863 0.511987 0.067601
 180 0.940587 0.531603 0.090268
 185 0.954201 0.513866 0.083231
 190 0.954163 0.532723 0.070469
 195 0.954116 0.510959 0.093406
 200 0.954170 0.522150 0.097924
