 0 0.012326 0.002338 0.000001
 5 0.023531 0.007494 0.000084
 10 0.023797 0.012141 0.000387
 15 0.025338 0.013916 0.000551
 20 0.026225 0.013286 0.000296
 25 0.025448 0.013006 0.000855
 30 0.026344 0.012442 0.000447
 35 0.026386 0.014562 0.001006
 40 0.025587 0.014286 0.000459
 45 0.024748 0.014519 0.000312
 50 0.026368 0.015359 0.001015
 55 0.026949 0.014230 0.000242
 60 0.027716 0.014125 0.000107
 65 0.027078 0.013998 0.001514
 70 0.029006 0.015886 0.000167
 75 0.027900 0.015888 0.000658
 80 0.028997 0.016774 0.000640
 85 0.029602 0.016027 0.000365
 90 0.029046 0.016391 0.000085
 95 0.028468 0.015712 0.001219
 100 0.030784 0.016031 0.000277
