 0 0.177348 0.061680 0.000116
 5 0.189423 0.126880 0.003227
 10 0.179629 0.129373 0.012643
 15 0.207739 0.137384 0.011709
 20 0.192699 0.139424 0.011239
 25 0.210631 0.139829 0.025546
 30 0.246478 0.149229 0.007607
 35 0.258036 0.155842 0.003174
 40 0.247958 0.143233 0.002606
 45 0.258355 0.140244 0.007196
 50 0.264081 0.156497 0.013193
 55 0.259601 0.146805 0.007692
 60 0.272841 0.156998 0.004500
 65 0.269788 0.157095 0.010686
 70 0.269783 0.145342 0.007428
 75 0.269783 0.160095 0.007604
 80 0.269783 0.155518 0.007541
 85 0.269783 0.143533 0.002544
 90 0.269783 0.160536 0.011837
 95 0.269783 0.159593 0.007292
 100 0.269783 0.163203 0.008721
