 0 0.000618 0.000252 0.000008
 5 0.000715 0.000661 0.000431
 10 0.000748 0.000714 0.000546
 0 0.000618 0.000252 0.000008
 5 0.000715 0.000661 0.000431
 10 0.000748 0.000714 0.000546
 0 0.000618 0.000252 0.000008
 5 0.000715 0.000661 0.000431
 0 0.000618 0.000252 0.000008
 5 0.000715 0.000661 0.000431
 0 0.000618 0.000252 0.000008
 5 0.000715 0.000661 0.000431
 10 0.000748 0.000714 0.000546
 15 0.000753 0.000734 0.000608
 0 0.000546 0.000234 0.000003
 5 0.000710 0.000634 0.000330
 10 0.000746 0.000710 0.000285
 15 0.000748 0.000729 0.000505
 20 0.000754 0.000734 0.000633
 25 0.000764 0.000742 0.000604
 30 0.000771 0.000750 0.000532
 35 0.000773 0.000757 0.000564
 40 0.000774 0.000761 0.000681
 45 0.000774 0.000760 0.000637
 50 0.000774 0.000759 0.000564
 55 0.000774 0.000761 0.000685
 60 0.000774 0.000760 0.000564
 65 0.000774 0.000759 0.000564
 70 0.000774 0.000760 0.000564
 75 0.000774 0.000759 0.000564
 80 0.000774 0.000761 0.000691
 85 0.000774 0.000761 0.000684
 90 0.000775 0.000761 0.000684
 95 0.000776 0.000760 0.000669
 100 0.000776 0.000759 0.000562
 105 0.000776 0.000761 0.000665
 110 0.000776 0.000761 0.000681
 115 0.000776 0.000761 0.000641
 120 0.000776 0.000762 0.000668
 125 0.000776 0.000762 0.000670
 130 0.000776 0.000761 0.000691
 135 0.000776 0.000759 0.000561
 140 0.000777 0.000761 0.000667
 145 0.000777 0.000759 0.000561
 150 0.000777 0.000759 0.000557
 155 0.000777 0.000759 0.000560
 160 0.000777 0.000759 0.000561
 165 0.000777 0.000760 0.000666
 170 0.000777 0.000758 0.000561
 175 0.000777 0.000761 0.000666
 180 0.000777 0.000760 0.000669
 185 0.000777 0.000761 0.000667
 190 0.000777 0.000759 0.000561
 195 0.000777 0.000759 0.000561
 200 0.000777 0.000759 0.000561
