 0 0.000000 0.000000 0.000000
 5 0.000000 0.000000 0.000000
 10 0.000000 0.000000 0.000000
 15 0.000000 0.000000 0.000000
 20 0.000000 0.000000 0.000000
 25 0.000000 0.000000 0.000000
 30 0.000000 0.000000 0.000000
 35 0.000000 0.000000 0.000000
 40 0.000000 0.000000 0.000000
 0 0.015051 0.000910 0.000000
 5 0.034625 0.004788 0.000000
 10 0.036114 0.005682 0.000000
 15 0.039406 0.005060 0.000000
 20 0.035167 0.006758 0.000000
 25 0.034427 0.008637 0.000000
 30 0.041741 0.010356 0.000000
 35 0.042763 0.008719 0.000000
 40 0.041821 0.007746 0.000000
